NPLV,NOP_Вхождение в гр.МНЛЗ,NOP_Завалка лома,NOP_Заливка чугуна,NOP_Наведение гарнисажа,NOP_Нагрев лома,NOP_Наложение продувки,NOP_Неиспр. электр. обор,NOP_Обрыв горловины,NOP_Осмотр конвертера,NOP_Отсутствие O2,NOP_Отсутствие чугуна,NOP_Подварка  футеровки,NOP_Полусухое торкрет.,NOP_Продувка,NOP_Слив шлака,NOP_межпл. простой,V_start_Продувка,T_start_Продувка,O2_start_Продувка,N2_start_Продувка,H2_start_Продувка,CO2_start_Продувка,CO_start_Продувка,AR_start_Продувка,O2_pressure_start_Продувка,V_end_Продувка,T_end_Продувка,O2_end_Продувка,N2_end_Продувка,H2_end_Продувка,CO2_end_Продувка,CO_end_Продувка,AR_end_Продувка,O2_pressure_end_Продувка,V_start_Заливка чугуна,T_start_Заливка чугуна,O2_start_Заливка чугуна,N2_start_Заливка чугуна,H2_start_Заливка чугуна,CO2_start_Заливка чугуна,CO_start_Заливка чугуна,AR_start_Заливка чугуна,O2_pressure_start_Заливка чугуна,V_end_Заливка чугуна,T_end_Заливка чугуна,O2_end_Заливка чугуна,N2_end_Заливка чугуна,H2_end_Заливка чугуна,CO2_end_Заливка чугуна,CO_end_Заливка чугуна,AR_end_Заливка чугуна,O2_pressure_end_Заливка чугуна,V_start_Завалка лома,T_start_Завалка лома,O2_start_Завалка лома,N2_start_Завалка лома,H2_start_Завалка лома,CO2_start_Завалка лома,CO_start_Завалка лома,AR_start_Завалка лома,O2_pressure_start_Завалка лома,V_end_Завалка лома,T_end_Завалка лома,O2_end_Завалка лома,N2_end_Завалка лома,H2_end_Завалка лома,CO2_end_Завалка лома,CO_end_Завалка лома,AR_end_Завалка лома,O2_pressure_end_Завалка лома
510018,62,170,193,135,730,0,0,250,43,0,0,0,0,1136,46,622,224742.65625,309.72222900390625,19.46999931335449,79.56999969482422,0.0399999991059303,0.0,0.0399999991059303,0.8899999856948853,15.089699745178224,232139.796875,726.0416259765625,4.5,75.16999816894531,0.0,18.65999984741211,0.7200000286102295,0.9399999976158142,15.78414249420166,223088.59375,120.13888549804688,22.09000015258789,75.12999725341797,0.0,1.7300000190734863,0.1400000005960464,0.9200000166893004,15.617765426635742,224330.28125,307.29168701171875,19.46999931335449,79.56999969482422,0.0399999991059303,0.0,0.0399999991059303,0.8899999856948853,15.154802322387695,213979.046875,223.61111450195312,1.9700000286102293,64.16000366210938,0.050000000745058,19.13999938964844,13.890000343322754,0.7699999809265137,15.726272583007812,220898.84375,168.05555725097656,18.8799991607666,80.11000061035156,0.0599999986588954,0.0,0.050000000745058,0.9100000262260436,15.545427322387695
510019,0,964,186,103,756,0,0,933,74,0,544,0,0,1131,103,1884,231840.46875,294.7916564941406,19.270000457763672,79.43000030517578,0.0399999991059303,0.3100000023841858,0.050000000745058,0.8999999761581421,15.046297073364258,227811.640625,839.9305419921875,0.0,73.02999877929688,0.0199999995529651,24.1200008392334,1.940000057220459,0.8999999761581421,15.743904948234558,225154.28125,96.18055725097656,22.88999938964844,73.47000122070312,0.0,2.539999961853028,0.1899999976158142,0.9200000166893004,15.625,231740.59375,293.75,19.459999084472656,79.56999969482422,0.050000000745058,0.0,0.0299999993294477,0.8899999856948853,15.096932411193848,220164.078125,298.2638854980469,4.5,75.16999816894531,0.0,18.65999984741211,0.7200000286102295,0.9399999976158142,15.638729098702775,223503.25,112.84722137451172,16.940000534057617,80.47000122070312,0.1000000014901161,1.2699999809265137,0.3199999928474426,0.8999999761581421,15.509260177612305
510020,0,199,184,111,732,0,0,0,84,0,0,0,0,1150,85,1892,222673.15625,406.5971984863281,20.224384124964885,78.34041627248128,0.0237499994691461,0.4374999801317851,0.063333332305774,0.8961643756252445,15.133102416992188,231440.734375,852.4305419921875,0.0,68.69000244140625,0.0099999997764825,27.059999465942383,3.3499999046325684,0.8999999761581421,15.625,226077.671875,166.33453966223675,22.600000381469727,74.19999694824219,0.0,2.0999999046325684,0.1899999976158142,0.9200000166893004,15.653935432434082,220479.28125,404.5138854980469,20.265343025939107,78.26777733696832,0.0233333328117926,0.4666666454739041,0.0655555545041958,0.8965753349539352,15.205439567565918,222048.546875,254.16665649414065,0.0,73.02999877929688,0.0199999995529651,24.1200008392334,1.940000057220459,0.8999999761581421,15.473144971963132,227404.828125,178.4722137451172,18.71999931335449,80.30000305175781,0.0,0.050000000745058,0.0,0.9200000166893004,15.379050254821776
510021,1084,225,182,124,728,0,0,0,56,0,0,0,0,1118,118,998,231140.5,375.3472290039063,17.760000228881836,80.5999984741211,0.0399999991059303,0.6399999856948853,0.1099999994039535,0.8600000143051147,15.14756965637207,230237.390625,901.7361450195312,0.0,58.43999862670898,0.1099999994039535,27.11000061035156,13.56999969482422,0.7699999809265137,15.769675254821776,223606.796875,109.72222137451172,22.989999771118164,74.04000091552734,0.0,1.8899999856948853,0.1599999964237213,0.9100000262260436,15.688789280978115,231140.5,375.3472290039063,17.760000228881836,80.5999984741211,0.0399999991059303,0.6399999856948853,0.1099999994039535,0.8600000143051147,15.14756965637207,219426.875,305.9028015136719,11.5,77.3499984741211,0.0,9.800000190734863,0.4199999868869781,0.9399999976158142,15.595005949199823,226589.03125,179.51388549804688,19.030000686645508,79.97000122070312,0.0700000002980232,0.0,0.0299999993294477,0.9100000262260436,15.335647583007812
510022,429,177,204,120,748,0,0,0,65,0,0,0,0,1205,72,1700,216345.90625,560.763916015625,19.07999992370605,79.93000030517578,0.0399999991059303,0.0,0.0900000035762786,0.8600000143051147,15.154802322387695,225872.796875,787.1527709960938,9.149999618530272,79.55999755859375,0.0299999993294477,9.550000190734863,0.7200000286102295,0.9900000095367432,15.762442588806152,221526.6875,114.58333587646484,21.8799991607666,73.79000091552734,0.0,3.2799999713897705,0.1400000005960464,0.9200000166893004,15.625,215917.515625,558.6805419921875,19.07999992370605,79.93000030517578,0.0399999991059303,0.0,0.0900000035762786,0.8600000143051147,15.219907760620115,222984.8125,277.4305419921875,0.0,58.43999862670898,0.1099999994039535,27.11000061035156,13.56999969482422,0.7699999809265137,15.625,218263.34375,184.7222137451172,16.809999465942383,80.4800033569336,0.0900000035762786,1.5700000524520874,0.1299999952316284,0.9200000166893004,15.473090171813965
510023,0,141,220,118,734,0,0,0,83,539,330,0,0,1077,103,1087,225872.796875,534.7222290039062,19.57999992370605,79.37999725341797,0.0399999991059303,0.050000000745058,0.0700000002980232,0.7599999904632568,15.089699745178224,227404.828125,685.4166870117188,7.230000019073486,79.20999908447266,0.0299999993294477,11.289999961853027,1.2000000476837158,1.0399999618530271,15.776909828186035,218792.984375,112.84722137451172,21.479999542236328,75.08000183105469,0.0,2.3399999141693115,0.1899999976158142,0.9100000262260436,15.632234573364258,226793.265625,536.4583129882812,19.5,79.54000091552734,0.0299999993294477,0.0,0.0299999993294477,0.8999999761581421,15.154802322387695,220479.28125,301.7361145019531,18.65328918423569,80.13485830118368,0.0279560433311776,0.213311397062059,0.0340350886373862,0.9370394920309384,15.634623053688673,215058.140625,210.4166717529297,19.13999938964844,79.9000015258789,0.0399999991059303,0.0,0.0099999997764825,0.9100000262260436,15.523727416992188
510024,0,382,201,160,772,0,0,178,145,0,0,0,0,1077,102,760,216345.90625,439.5833435058594,20.01000022888184,79.04000091552734,0.0099999997764825,0.0199999995529651,0.0099999997764825,0.9100000262260436,15.046297073364258,226589.03125,721.1805419921875,6.849999904632568,79.12000274658203,0.050000000745058,11.600000381469728,1.309999942779541,1.059999942779541,15.813077926635742,222256.953125,177.43055725097656,23.07999992370605,72.08000183105469,0.0,3.799999952316284,0.1299999952316284,0.8999999761581421,15.675637245178224,216773.484375,440.9722290039063,19.940000534057617,79.12999725341797,0.0199999995529651,0.0,0.0099999997764825,0.8899999856948853,15.111400604248049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219110.15625,138.74591513241035,18.76000022888184,80.2699966430664,0.050000000745058,0.0,0.0,0.9300000071525574,15.545427322387695
510026,0,145,277,126,756,0,0,0,78,0,119,0,0,1048,77,632,215917.515625,538.8888549804688,19.65999984741211,79.3499984741211,0.0099999997764825,0.270000010728836,0.0700000002980232,0.8999999761581421,15.111400604248049,224536.5625,842.3611450195312,0.0,67.3499984741211,0.1400000005960464,21.40999984741211,10.18000030517578,0.9200000166893004,15.747974395751951,222048.546875,168.75,25.209999084472656,71.16000366210938,0.0,2.4800000190734863,0.25,0.8999999761581421,15.625904321670532,216131.8125,540.625,19.36000061035156,79.69000244140625,0.0399999991059303,0.0,0.0399999991059303,0.8799999952316284,15.183737754821776,220374.28125,265.625,4.690000057220459,73.16000366210938,0.0,19.229999542236328,2.049999952316284,0.8700000047683716,15.653935432434082,227404.828125,179.51388549804688,18.59000015258789,79.75,0.0399999991059303,0.6399999856948853,0.1000000014901161,0.8799999952316284,14.93055534362793
510027,0,177,220,233,734,0,0,0,0,0,0,0,0,1049,234,1418,223503.25,546.875,20.01000022888184,79.05000305175781,0.0199999995529651,0.0,0.0199999995529651,0.8999999761581421,15.14756965637207,230337.90625,762.1527709960938,1.1200000047683716,75.81999969482422,0.0299999993294477,19.270000457763672,2.7799999713897705,0.9900000095367432,15.762442588806152,227608.328125,189.2360992431641,22.13999938964844,73.66999816894531,0.0,3.140000104904175,0.1299999952316284,0.9200000166893004,15.697338104248049,224639.625,547.2222290039062,20.01000022888184,79.05000305175781,0.0199999995529651,0.0,0.0199999995529651,0.8999999761581421,15.234375,218475.359375,238.19444274902344,13.479999542236328,76.73999786376953,0.0,8.220000267028809,0.5,1.059999942779541,15.639467239379885,223088.59375,174.30555725097656,18.540000915527344,80.4000015258789,0.0700000002980232,0.0,0.0399999991059303,0.9399999976158142,15.51649284362793
510028,0,139,231,105,740,0,0,0,27,0,1620,0,0,1040,136,4593,220689.15625,569.4444580078125,19.959999084472656,79.0999984741211,0.0099999997764825,2.289999961853028,0.0199999995529651,0.8199999928474426,15.07523250579834,223606.796875,843.75,0.0,65.26000213623047,0.0900000035762786,26.18000030517578,7.570000171661377,0.8999999761581421,15.805845260620115,222984.8125,255.55555725097656,17.93000030517578,74.69999694824219,0.0,6.230000019073486,0.2199999988079071,0.9200000166893004,15.697338104248049,221212.984375,571.5277709960938,19.959999084472656,79.0999984741211,0.0099999997764825,0.0,0.0199999995529651,0.9100000262260436,15.154802322387695,226077.671875,203.4722137451172,17.957568161876488,81.0911216948304,0.0,0.0538297863837557,0.0044579534605522,0.8916717179519669,15.617776916164642,226180.03125,151.73609924316406,18.65999984741211,80.3499984741211,0.050000000745058,0.0900000035762786,0.0299999993294477,0.9100000262260436,15.509260177612305
510030,0,129,956,184,740,0,0,0,0,312,0,0,0,992,145,1585,230940.109375,371.875,19.049999237060547,79.97000122070312,0.0399999991059303,0.0,0.0599999986588954,0.8700000047683716,15.133102416992188,229330.75,817.3611450195312,0.0,64.08999633789062,0.0700000002980232,26.21999931335449,8.670000076293945,0.9399999976158142,15.747974395751951,223192.328125,206.94444274902344,19.920000076293945,74.45999908447266,0.0,4.349999904632568,0.3300000131130218,0.9399999976158142,15.632234573364258,231340.6875,372.9166870117188,19.049999237060547,79.97000122070312,0.0399999991059303,0.0,0.0599999986588954,0.8700000047683716,15.205439567565918,219110.15625,293.4027709960937,13.460000038146973,76.94999694824219,0.0,8.210000038146973,0.3300000131130218,1.0499999523162842,15.473090171813965,221212.984375,212.15277099609372,18.90999984741211,80.0999984741211,0.0799999982118606,0.0,0.0,0.9100000262260436,15.545427322387695
510031,0,1038,254,131,742,0,195,967,61,0,367,0,0,1024,37,1619,223088.59375,411.1111145019531,19.979999542236328,79.0199966430664,0.0099999997764825,0.0199999995529651,0.050000000745058,0.9200000166893004,15.046297073364258,221526.6875,821.875,0.0,53.2599983215332,0.1899999976158142,22.729999542236328,23.020000457763672,0.7900000214576721,15.776909828186035,227811.640625,175.3472137451172,21.040000915527344,73.68000030517578,0.0,4.199999809265137,0.1500000059604644,0.9300000071525574,15.690104484558104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220479.28125,392.0138854980469,6.5,72.54000091552734,0.0199999995529651,18.5,1.440000057220459,1.0,15.639467239379885,231740.59375,120.62499694824218,18.729999542236328,80.23999786376953,0.0399999991059303,0.0,0.050000000745058,0.9300000071525574,15.523727416992188
510032,0,113,356,213,768,929,0,0,132,0,833,0,0,1143,143,3487,224227.078125,235.76388549804688,19.459999084472656,79.54000091552734,0.0299999993294477,0.7900000214576721,0.0599999986588954,0.8999999761581421,15.241609573364258,226895.3125,702.7777709960938,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706056,2.720000028610229,1.0299999713897705,15.769675254821776,225770.28125,103.84837786356609,21.100000381469727,73.97000122070312,0.0,3.740000009536743,0.2599999904632568,0.9300000071525574,15.632234573364258,224742.65625,236.1110992431641,19.1200008392334,79.87999725341797,0.0399999991059303,0.0,0.0700000002980232,0.8899999856948853,15.306713104248049,226077.671875,86.80555725097656,15.5600004196167,79.23999786376953,0.0,3.7200000286102295,0.4199999868869781,1.0499999523162842,15.632234573364258,228420.5,98.6111068725586,18.59000015258789,80.41999816894531,0.050000000745058,0.0,0.0299999993294477,0.9200000166893004,15.487557411193848
510033,0,149,189,178,734,348,0,0,208,0,0,0,0,1135,344,1796,216131.8125,265.97222900390625,20.26000022888184,78.81999969482422,0.0,0.0,0.0,0.9100000262260436,15.053529739379885,220689.15625,852.0833129882812,0.0,39.369998931884766,0.9700000286102296,20.040000915527344,38.970001220703125,0.6499999761581421,15.71180534362793,223813.75,152.43055725097656,24.767715949711835,72.62046945095062,0.0,1.5297656999900937,0.2173228284461409,0.897148416377604,15.747974395751951,214519.28125,263.5416564941406,20.06999969482422,79.01000213623047,0.0099999997764825,0.0,0.0099999997764825,0.8999999761581421,15.111400604248049,231640.703125,106.59722137451172,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706056,2.720000028610229,1.0299999713897705,15.422452926635742,224020.5,115.27777862548828,18.43000030517578,80.61000061035156,0.0299999993294477,0.0,0.0,0.9300000071525574,15.25607681274414
510037,0,180,241,162,738,0,0,0,164,0,0,0,0,1031,31,3046,231740.59375,228.125,14.8100004196167,83.81999969482422,0.0,0.5600000023841858,0.0199999995529651,0.7799999713897705,15.01736068725586,227201.171875,788.8888549804688,0.0,71.7699966430664,0.1299999952316284,24.170000076293945,2.9600000381469727,0.9800000190734864,15.73350715637207,229431.65625,212.2023751395089,20.780000686645508,73.83000183105469,0.0,4.28000020980835,0.1899999976158142,0.9200000166893004,15.71180534362793,231340.6875,227.7777862548828,20.100000381469727,78.9800033569336,0.0099999997764825,0.550000011920929,0.0,0.9100000262260436,15.154802322387695,227201.171875,438.1944580078125,13.449999809265137,78.16000366210938,0.0,6.869999885559082,0.5299999713897705,0.9900000095367432,15.625,223710.296875,227.7777862548828,18.93000030517578,79.98999786376953,0.0799999982118606,0.0,0.0700000002980232,0.9300000071525574,15.494791984558104
510040,0,52,202,109,732,0,0,0,28,0,0,0,0,1097,176,1626,219848.4375,328.125,24.039999961853027,74.58864502987619,0.0049152541274236,0.3305084624532926,0.0762711894714226,0.8849999904632568,15.01736068725586,239984.5625,845.4861450195312,0.0,63.84000015258789,0.3300000131130218,27.420000076293945,7.53000020980835,0.8799999952316284,15.530960083007812,236388.734375,154.1666717529297,28.1299991607666,70.16000366210938,0.0,0.6499999761581421,0.1500000059604644,0.8999999761581421,15.747974395751951,217200.203125,324.6528015136719,24.17633326848348,74.43593325857388,0.0047457626057883,0.3415254112017357,0.0788135624538033,0.8854999899864197,15.07523250579834,229935.578125,220.48611450195312,18.28588035858003,79.81578116973044,0.0530024802048803,0.8688585385495315,0.0524813881878817,0.9328287955253356,15.458622932434082,223503.25,198.6110992431641,18.88999938964844,80.13999938964844,0.0599999986588954,0.0,0.0,0.9200000166893004,15.299479484558104
510043,0,120,204,37,722,0,0,0,124,0,0,0,0,1112,140,1687,207721.328125,350.3471984863281,20.309999465942383,78.7699966430664,0.0,0.1500000059604644,0.0,0.9300000071525574,13.78038215637207,248047.921875,793.4027709960938,0.0,58.709999084472656,0.8899999856948853,24.670000076293945,14.90999984741211,0.8299999833106995,13.252314567565918,231740.59375,207.29165649414065,22.709999084472656,73.9000015258789,0.0,2.359999895095825,0.1000000014901161,0.9399999976158142,13.686342239379885,205480.484375,345.4861145019531,20.270000457763672,78.79000091552734,0.0,0.0,0.0199999995529651,0.9200000166893004,13.83101749420166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232438.75,137.1527862548828,18.709999084472656,80.33000183105469,0.0299999993294477,0.0,0.0,0.9300000071525574,14.192708015441896
