NPLV,NOP_Вхождение в гр.МНЛЗ,NOP_Завалка лома,NOP_Заливка чугуна,NOP_Наведение гарнисажа,NOP_Нагрев лома,NOP_Наложение продувки,NOP_Неиспр. электр. обор,NOP_Обрыв горловины,NOP_Осмотр конвертера,NOP_Отсутствие O2,NOP_Отсутствие чугуна,NOP_Подварка  футеровки,NOP_Полусухое торкрет.,NOP_Продувка,NOP_Слив шлака,NOP_межпл. простой,O2_start_Продувка,V_start_Продувка,T_start_Продувка,N2_start_Продувка,H2_start_Продувка,CO2_start_Продувка,CO_start_Продувка,AR_start_Продувка,O2_pressure_start_Продувка,V_end_Продувка,T_end_Продувка,O2_end_Продувка,N2_end_Продувка,H2_end_Продувка,CO2_end_Продувка,CO_end_Продувка,AR_end_Продувка,O2_pressure_end_Продувка
510044,0,210,198,95,742,0,0,0,154,715,1675,0,0,1148,166,1419,19.739999771118164,228420.5,243.75,79.26000213623047,0.0299999993294477,0.050000000745058,0.050000000745058,0.9200000166893004,14.829282760620115,239598.4375,655.2083129882812,0.0,44.65999984741211,1.4500000476837158,19.799999237060547,33.43000030517578,0.6600000262260437,13.8671875
510045,0,199,192,104,728,1077,0,0,153,0,0,0,0,1277,41,437,19.06999969482422,230839.84375,272.22222900390625,79.88999938964844,0.0599999986588954,0.0,0.0700000002980232,0.8999999761581421,14.388020515441896,235407.453125,845.1388549804688,7.840000152587891,80.13999938964844,0.0299999993294477,10.43000030517578,0.5799999833106995,0.9900000095367432,13.324652671813965
510047,0,161,213,115,728,315,0,0,84,0,375,0,0,1208,75,992,19.290000915527344,231140.5,305.2083435058594,79.76000213623047,0.0299999993294477,0.0,0.0599999986588954,0.8600000143051147,15.162036895751951,232836.765625,801.0416259765625,9.460000038146973,80.0999984741211,0.0099999997764825,8.869999885559082,0.550000011920929,0.9900000095367432,14.6484375
510048,324,195,193,93,726,617,0,0,186,0,0,0,0,1185,62,419,19.84000015258789,224742.65625,220.48611450195312,79.19000244140625,0.0199999995529651,0.0,0.0299999993294477,0.9200000166893004,14.93055534362793,235800.4375,672.2222290039062,14.220000267028809,80.30000305175781,0.0299999993294477,4.179999828338623,0.270000010728836,1.0099999904632568,14.076967239379885
510049,0,198,211,118,716,0,0,0,144,0,0,0,0,1219,55,666,19.799999237060547,225667.734375,276.7361145019531,79.31999969482422,0.0199999995529651,0.0,0.0,0.8600000143051147,14.04079818725586,234323.28125,798.2638549804688,8.930000305175781,79.9000015258789,0.0199999995529651,9.619999885559082,0.550000011920929,0.9800000190734864,13.252314567565918
510050,0,1331,205,120,754,0,0,1263,95,0,0,0,0,1227,74,332,20.232745376287724,225359.796875,357.2916564941406,78.77839721679688,0.0191999995708465,0.0364000010490417,0.0458823519886708,0.8807843082091388,15.010127067565918,221526.6875,577.7777709960938,14.010000228881836,79.63999938964844,0.0199999995529651,5.150000095367432,0.1700000017881393,1.0199999809265137,13.38975715637207
510051,0,300,216,174,780,366,0,0,97,0,0,0,0,1197,39,1008,19.96999931335449,231140.5,359.0277709960937,79.04000091552734,0.0199999995529651,0.0,0.050000000745058,0.9200000166893004,14.503762245178224,219848.4375,592.7083129882812,13.420000076293944,80.27999877929688,0.0399999991059303,4.929999828338623,0.3199999928474426,1.0,14.02632999420166
510052,0,165,217,112,720,271,0,0,74,0,630,0,0,1193,73,1032,19.96999931335449,230940.109375,381.5972290039063,79.08999633789062,0.0099999997764825,0.0,0.0,0.9200000166893004,13.462095260620115,223503.25,647.2222290039062,12.56999969482422,80.3499984741211,0.0599999986588954,5.739999771118164,0.3000000119209289,0.9900000095367432,13.288484573364258
510053,0,167,193,117,762,868,206,0,79,0,0,0,0,1208,108,1275,19.56999969482422,220058.921875,184.375,79.43000030517578,0.0299999993294477,0.0,0.0399999991059303,0.9300000071525574,13.961227416992188,225359.796875,833.6805419921875,8.510000228881836,81.37000274658203,0.050000000745058,8.449999809265137,0.6700000166893005,0.959999978542328,13.411458015441896
510055,0,72,259,148,778,0,0,0,138,0,8263,0,0,1138,167,947,18.75,212568.0625,528.4722290039062,80.31999969482422,0.0099999997764825,0.0,0.0,0.949999988079071,15.0390625,221631.140625,724.6527709960938,5.869999885559082,75.30000305175781,0.1500000059604644,11.4399995803833,6.320000171661377,0.9200000166893004,15.082465171813965
510057,0,18,194,0,734,0,982,0,212,0,0,0,0,1193,403,756,19.40999984741211,218792.984375,550.3472290039062,79.66000366210938,0.0299999993294477,0.0,0.0399999991059303,0.8600000143051147,15.162036895751951,229834.890625,672.5693969726562,13.869999885559082,78.5199966430664,0.0099999997764825,6.159999847412109,0.4900000095367431,0.959999978542328,15.509260177612305
510058,0,103,244,195,812,0,0,0,82,0,1662,0,0,1212,58,1973,20.059999465942383,229935.578125,325.34722900390625,79.0199966430664,0.0099999997764825,0.0,0.0099999997764825,0.8899999856948853,15.00289249420166,228926.640625,789.9306030273438,8.529999732971191,81.55000305175781,0.0099999997764825,8.020000457763672,0.9100000262260436,0.9800000190734864,15.653935432434082
510059,0,125,209,133,858,0,0,0,91,0,1588,0,0,1240,38,1434,20.149999618530277,213220.453125,564.236083984375,78.91000366210938,0.0099999997764825,0.0,0.0199999995529651,0.9100000262260436,15.024595260620115,230237.390625,879.1666870117188,1.7000000476837158,78.79000091552734,0.0199999995529651,17.110000610351562,1.4299999475479126,0.949999988079071,15.545427322387695
510060,0,169,206,128,766,0,0,0,80,0,0,0,0,1166,43,835,19.88999938964844,212676.9375,524.3055419921875,79.22000122070312,0.0199999995529651,0.0,0.0,0.8700000047683716,15.089699745178224,228926.640625,801.0416259765625,5.369999885559082,83.23999786376953,0.0399999991059303,9.640000343322754,0.7200000286102295,0.9900000095367432,15.545427322387695
510061,0,73,228,0,760,0,0,0,0,0,0,1326,0,1149,0,2482,19.59000015258789,224227.078125,510.7638854980469,79.5,0.0199999995529651,0.0,0.0,0.8799999952316284,15.053529739379885,231340.6875,705.5556030273438,12.489999771118164,81.66000366210938,0.0099999997764825,4.440000057220459,0.3799999952316284,1.0099999904632568,15.79861068725586
510062,0,108,39,140,724,0,1170,0,101,0,0,0,0,1153,62,3035,20.26000022888184,225051.453125,550.6944580078125,78.80000305175781,0.0099999997764825,0.0,0.0299999993294477,0.8999999761581421,15.07523250579834,230639.21875,869.4443969726562,0.0,75.44999694824219,0.0299999993294477,21.43000030517578,2.180000066757202,0.9100000262260436,14.17100715637207
510063,0,69,194,186,740,0,0,0,62,0,0,0,0,1140,62,607,20.270000457763672,176645.703125,381.9444580078125,78.81999969482422,0.0199999995529651,0.0,0.0,0.9100000262260436,14.82204818725586,229734.140625,797.5694580078125,8.880000114440918,81.33999633789062,0.0,8.399999618530273,0.3799999952316284,0.9900000095367432,14.322916984558104
510064,0,147,209,174,734,0,0,0,218,0,0,0,0,1143,123,450,19.989999771118164,185592.140625,349.3055419921875,79.08999633789062,0.0099999997764825,0.0,0.0299999993294477,0.8799999952316284,15.118635177612305,233134.84375,842.3611450195312,4.800000190734863,80.4800033569336,0.0299999993294477,12.850000381469728,0.8399999737739563,1.0,14.250577926635742
510066,0,124,276,113,740,0,0,0,27,0,0,0,0,1115,59,518,19.86000061035156,238727.328125,358.33331298828125,79.2300033569336,0.0199999995529651,0.0,0.0099999997764825,0.9100000262260436,15.096932411193848,235898.609375,800.0,8.0600004196167,82.77999877929688,0.0199999995529651,7.610000133514404,0.5199999809265137,1.0099999904632568,15.697338104248049
510067,0,82,231,155,718,0,0,0,62,0,0,0,0,1018,95,1224,19.76000022888184,232637.859375,310.4166564941406,79.31999969482422,0.0199999995529651,0.0,0.0,0.8899999856948853,15.169270515441896,235112.265625,852.4305419921875,1.0399999618530271,81.33999633789062,0.0299999993294477,15.460000038146973,1.1399999856948853,1.0,15.697338104248049
510068,0,82,221,142,724,0,0,0,68,0,1480,0,0,1096,84,839,19.989999771118164,226282.359375,339.9305419921875,79.08000183105469,0.0199999995529651,0.0,0.0299999993294477,0.8799999952316284,15.111400604248049,234323.28125,786.1111450195312,7.190000057220459,83.51000213623047,0.0299999993294477,7.710000038146973,0.5400000214576721,1.0099999904632568,15.73350715637207
510069,0,58,245,110,724,0,0,0,68,0,0,0,0,1008,157,2043,20.229999542236328,229935.578125,287.1527709960937,78.80999755859375,0.0099999997764825,0.0,0.0299999993294477,0.9200000166893004,15.096932411193848,232836.765625,854.1666870117188,2.150000095367432,79.97000122070312,0.0299999993294477,15.479999542236328,1.409999966621399,0.949999988079071,15.740739822387695
510070,0,77,261,171,732,0,0,0,61,0,0,0,0,1007,106,1061,18.799999237060547,230136.828125,231.5972137451172,80.13999938964844,0.050000000745058,0.0,0.0399999991059303,0.9700000286102296,15.364583015441896,239211.671875,866.3194580078125,2.369999885559082,82.95999908447266,0.050000000745058,12.140000343322754,1.4800000190734863,0.9900000095367432,15.73350715637207
510071,0,82,270,145,800,0,0,0,136,466,0,0,0,1041,89,2025,19.21999931335449,239308.421875,218.75,79.86000061035156,0.0799999982118606,0.0,0.0,0.8500000238418579,15.313947677612305,239211.671875,824.3055419921875,5.119999885559082,82.98999786376953,0.050000000745058,9.9399995803833,0.9300000071525574,0.9800000190734864,15.704572677612305
510072,0,89,224,123,728,0,0,0,58,0,0,0,0,1052,126,2004,19.020000457763672,228724.3125,223.61111450195312,79.94000244140625,0.0099999997764825,0.0299999993294477,0.0599999986588954,0.9399999976158142,15.313947677612305,239791.578125,852.0833129882812,0.8899999856948853,80.5199966430664,0.0199999995529651,16.510000228881836,1.0700000524520874,0.9900000095367432,15.740739822387695
510073,0,1011,201,130,730,0,0,993,77,884,0,0,0,1018,127,929,19.76000022888184,235702.25,212.5,79.33000183105469,0.0199999995529651,0.0,0.0099999997764825,0.8799999952316284,15.328414916992188,242574.9375,874.6527709960938,4.070000171661377,80.6500015258789,0.0199999995529651,13.06999969482422,1.2000000476837158,0.9900000095367432,15.523727416992188
510074,0,353,275,143,722,0,0,335,67,0,0,0,0,1025,71,1009,20.270000457763672,228319.140625,305.5555725097656,78.80999755859375,0.0487804885317639,0.0,0.0099999997764825,0.9100000262260436,15.364583015441896,235210.703125,839.9305419921875,6.070000171661377,81.20999908447266,0.0099999997764825,10.989999771118164,0.7400000095367432,0.9900000095367432,15.480324745178224
510075,0,134,227,200,728,0,0,0,78,0,0,0,0,1093,68,642,19.3799991607666,217838.71875,321.1805419921875,79.69000244140625,0.0299999993294477,0.0,0.050000000745058,0.8399999737739563,15.227140426635742,233630.78125,823.6111450195312,7.769999980926514,81.66000366210938,0.0199999995529651,8.979999542236328,0.5600000023841858,1.0099999904632568,15.494791984558104
510076,525,142,618,180,724,0,0,0,60,0,1163,0,0,1087,43,1525,19.459999084472656,231940.296875,210.06944274902344,79.5999984741211,0.0299999993294477,0.0,0.0399999991059303,0.8600000143051147,15.364583015441896,241235.25,814.9305419921875,3.75,81.72000122070312,0.0299999993294477,12.390000343322754,1.1100000143051147,0.9900000095367432,15.740739822387695
510077,978,146,271,187,736,0,0,0,50,0,0,0,0,1108,98,2021,18.959999084472656,236877.84375,370.1388854980469,80.04000091552734,0.0299999993294477,0.0,0.0900000035762786,0.8899999856948853,15.205439567565918,233828.828125,742.0138549804688,8.279999732971191,82.68000030517578,0.0422580637518436,7.28000020980835,0.6600000262260437,1.0584552278363608,15.704572677612305
510078,304,157,271,65,736,0,0,0,38,0,0,0,0,1059,276,1264,19.059999465942383,235309.09375,354.8611145019531,80.11000061035156,0.050000000745058,0.0,0.0,0.7699999809265137,15.227140426635742,234224.484375,809.375,4.730000019073486,83.11000061035156,0.0299999993294477,10.15999984741211,0.9800000190734864,0.9900000095367432,15.740739822387695
510079,933,203,359,114,754,0,0,0,36,0,0,0,0,1021,84,3293,19.549999237060547,240658.8125,267.0138854980469,79.5,0.0299999993294477,0.0,0.0299999993294477,0.8899999856948853,15.350114822387695,234915.28125,835.7638549804688,0.5699999928474426,80.08000183105469,0.0299999993294477,16.809999465942383,1.5700000524520874,0.9399999976158142,15.559895515441896
510080,0,189,276,129,738,0,0,0,76,0,0,0,0,1007,106,713,19.799999237060547,237560.921875,310.7638854980469,79.25,0.0299999993294477,0.0,0.0299999993294477,0.8999999761581421,15.34288215637207,234224.484375,842.7083129882812,0.0299999993294477,80.44000244140625,0.0199999995529651,16.6299991607666,1.909999966621399,0.9700000286102296,15.552661895751951
510081,0,180,280,142,732,0,0,0,196,0,0,0,0,1072,150,739,19.6299991607666,233134.84375,368.0555419921875,79.38999938964844,0.0299999993294477,0.0,0.0599999986588954,0.8899999856948853,15.306713104248049,229229.78125,817.3611450195312,5.730000019073486,83.08999633789062,0.0399999991059303,9.18000030517578,0.9800000190734864,0.9800000190734864,15.596064567565918
510082,1765,122,267,144,738,0,0,0,47,0,0,0,0,1088,111,1234,19.950000762939453,233729.8125,288.1944274902344,79.12000274658203,0.0096610167332119,0.0,0.0399999991059303,0.8899999856948853,15.277777671813965,225770.28125,807.9861450195312,3.450000047683716,84.44000244140625,0.0599999986588954,9.850000381469728,1.2200000286102295,0.9900000095367432,15.726272583007812
510083,0,131,131,143,754,0,0,0,90,0,0,0,0,1029,184,2494,19.229999542236328,237658.328125,352.4305725097656,79.7699966430664,0.0199999995529651,0.0,0.1099999994039535,0.8799999952316284,15.335647583007812,234816.71875,812.5,4.960000038146973,83.2300033569336,0.0399999991059303,9.920000076293944,0.8700000047683716,0.9800000190734864,15.769675254821776
510084,0,655,194,111,732,0,0,1169,202,0,0,0,0,1017,47,1496,19.13999938964844,236780.09375,328.125,80.0,0.0199999995529651,0.0,0.0599999986588954,0.7699999809265137,15.27054500579834,233134.84375,772.5694580078125,9.0600004196167,81.47000122070312,0.0399999991059303,7.820000171661377,0.6299999952316284,0.9900000095367432,15.697338104248049
510087,0,163,221,212,746,0,0,0,41,0,0,0,0,1011,194,745,19.770000457763672,236584.5,350.6944274902344,79.31999969482422,0.0199999995529651,0.0,0.0099999997764825,0.8700000047683716,15.335647583007812,235800.4375,809.375,7.329999923706055,80.04000091552734,0.0199999995529651,10.56999969482422,1.0499999523162842,0.9800000190734864,15.530960083007812
510088,0,119,235,129,734,0,0,0,58,0,0,0,0,1128,83,862,20.030000686645508,234915.28125,390.9722290039063,79.05999755859375,0.0099999997764825,0.0,0.0099999997764825,0.8899999856948853,15.299479484558104,234323.28125,887.5,0.0,74.25,0.0099999997764825,22.549999237060547,2.309999942779541,0.8799999952316284,15.675637245178224
510089,0,137,260,143,756,0,0,0,200,0,0,0,0,1172,102,766,19.459999084472656,222984.8125,493.75,79.63999938964844,0.0299999993294477,0.0,0.0,0.8700000047683716,15.364583015441896,239211.671875,861.1111450195312,2.539999961853028,80.80000305175781,0.0199999995529651,14.210000038146973,1.4600000381469729,0.9700000286102296,15.617765426635742
510090,0,88,217,249,890,0,0,811,23,0,0,0,0,1179,54,1516,19.799999237060547,242574.9375,340.2777709960937,79.30000305175781,0.0299999993294477,0.0,0.0,0.8700000047683716,15.306713104248049,242384.0,872.2222290039062,0.9200000166893004,79.9800033569336,0.0299999993294477,16.850000381469727,1.2599999904632568,0.959999978542328,15.726272583007812
510091,0,140,214,113,806,0,0,0,155,0,0,0,0,1246,43,761,18.920000076293945,239598.4375,421.52777099609375,79.93000030517578,0.1500000059604644,0.0,0.0,0.9900000095367432,15.350114822387695,238630.359375,893.75,0.0,70.66999816894531,0.050000000745058,24.399999618530277,3.9800000190734863,0.8999999761581421,15.726272583007812
510092,0,161,257,70,718,0,0,0,239,0,0,0,0,1172,191,890,14.770000457763672,220058.921875,694.0972290039062,78.4000015258789,0.0,5.400000095367432,0.4099999964237213,1.0199999809265137,15.306713104248049,238339.15625,868.4027709960938,1.309999942779541,76.7300033569336,0.0199999995529651,19.350000381469727,1.6699999570846558,0.9200000166893004,15.415220260620115
510093,0,113,308,191,728,0,0,0,131,0,423,0,0,1254,28,908,19.13999938964844,175330.375,332.2916564941406,79.87999725341797,0.0399999991059303,0.0,0.0399999991059303,0.8999999761581421,15.25607681274414,230639.21875,808.6806030273438,0.4900000095367431,72.8499984741211,0.0199999995529651,23.82999992370605,1.899999976158142,0.9100000262260436,15.675637245178224
510094,0,73,203,0,768,0,0,0,0,0,0,1482,0,1191,0,1914,19.76000022888184,196614.875,517.361083984375,79.33999633789062,0.0199999995529651,0.0,0.0299999993294477,0.8500000238418579,15.299479484558104,230839.84375,871.1805419921875,0.0,75.72000122070312,0.0399999991059303,21.3799991607666,1.940000057220459,0.9200000166893004,15.704572677612305
510095,0,28,224,87,748,0,0,742,98,0,0,0,0,1090,31,1731,19.700000762939453,222256.953125,168.4027862548828,79.36000061035156,0.0199999995529651,0.0,0.0299999993294477,0.8899999856948853,15.436922073364258,230136.828125,868.0555419921875,2.240000009536743,81.05999755859375,0.0299999993294477,14.100000381469728,1.6200000047683716,0.949999988079071,15.596064567565918
510096,0,97,218,150,726,0,0,0,224,0,0,0,0,1237,88,573,19.75,192450.078125,548.6111450195312,79.30999755859375,0.0299999993294477,0.0,0.0099999997764825,0.8899999856948853,15.263310432434082,235604.03125,831.5972290039062,6.659999847412109,79.2699966430664,0.0099999997764825,12.260000228881836,0.8100000023841858,1.0,15.523727416992188
510097,0,67,208,140,746,0,0,928,145,0,65,0,0,1419,60,3842,20.01000022888184,216452.890625,458.3333435058594,79.08000183105469,0.0099999997764825,0.0,0.0,0.8999999761581421,15.415220260620115,223813.75,732.2916870117188,8.920000076293945,76.63999938964844,0.0,12.829999923706056,0.6399999856948853,0.9700000286102296,15.552661895751951
