NPLV,NOP_Вхождение в гр.МНЛЗ,NOP_Завалка лома,NOP_Заливка чугуна,NOP_Наведение гарнисажа,NOP_Нагрев лома,NOP_Наложение продувки,NOP_Неиспр. электр. обор,NOP_Обрыв горловины,NOP_Осмотр конвертера,NOP_Отсутствие O2,NOP_Отсутствие чугуна,NOP_Подварка  футеровки,NOP_Полусухое торкрет.,NOP_Продувка,NOP_Слив шлака,NOP_межпл. простой,V_start_Продувка,T_start_Продувка,O2_start_Продувка,N2_start_Продувка,H2_start_Продувка,CO2_start_Продувка,CO_start_Продувка,AR_start_Продувка,O2_pressure_start_Продувка,V_end_Продувка,T_end_Продувка,O2_end_Продувка,N2_end_Продувка,H2_end_Продувка,CO2_end_Продувка,CO_end_Продувка,AR_end_Продувка,O2_pressure_end_Продувка,V_start_Заливка чугуна,T_start_Заливка чугуна,O2_start_Заливка чугуна,N2_start_Заливка чугуна,H2_start_Заливка чугуна,CO2_start_Заливка чугуна,CO_start_Заливка чугуна,AR_start_Заливка чугуна,O2_pressure_start_Заливка чугуна,V_end_Заливка чугуна,T_end_Заливка чугуна,O2_end_Заливка чугуна,N2_end_Заливка чугуна,H2_end_Заливка чугуна,CO2_end_Заливка чугуна,CO_end_Заливка чугуна,AR_end_Заливка чугуна,O2_pressure_end_Заливка чугуна
510018,62,170,193,135,730,0,0,250,43,0,0,0,0,1136,46,622,224742.65625,309.72222900390625,19.46999931335449,79.56999969482422,0.0399999991059303,0.0,0.0399999991059303,0.8899999856948853,15.089699745178224,232139.796875,726.0416259765625,4.5,75.16999816894531,0.0,18.65999984741211,0.7200000286102295,0.9399999976158142,15.78414249420166,223088.59375,120.13888549804688,22.09000015258789,75.12999725341797,0.0,1.7300000190734863,0.1400000005960464,0.9200000166893004,15.617765426635742,224330.28125,307.29168701171875,19.46999931335449,79.56999969482422,0.0399999991059303,0.0,0.0399999991059303,0.8899999856948853,15.154802322387695
510019,0,964,186,103,756,0,0,933,74,0,544,0,0,1131,103,1884,231840.46875,294.7916564941406,19.270000457763672,79.43000030517578,0.0399999991059303,0.3100000023841858,0.050000000745058,0.8999999761581421,15.046297073364258,227811.640625,839.9305419921875,0.0,73.02999877929688,0.0199999995529651,24.1200008392334,1.940000057220459,0.8999999761581421,15.743904948234558,225154.28125,96.18055725097656,22.88999938964844,73.47000122070312,0.0,2.539999961853028,0.1899999976158142,0.9200000166893004,15.625,231740.59375,293.75,19.459999084472656,79.56999969482422,0.050000000745058,0.0,0.0299999993294477,0.8899999856948853,15.096932411193848
510020,0,199,184,111,732,0,0,0,84,0,0,0,0,1150,85,1892,222673.15625,406.5971984863281,20.224384124964885,78.34041627248128,0.0237499994691461,0.4374999801317851,0.063333332305774,0.8961643756252445,15.133102416992188,231440.734375,852.4305419921875,0.0,68.69000244140625,0.0099999997764825,27.059999465942383,3.3499999046325684,0.8999999761581421,15.625,226077.671875,166.33453966223675,22.600000381469727,74.19999694824219,0.0,2.0999999046325684,0.1899999976158142,0.9200000166893004,15.653935432434082,220479.28125,404.5138854980469,20.265343025939107,78.26777733696832,0.0233333328117926,0.4666666454739041,0.0655555545041958,0.8965753349539352,15.205439567565918
510021,1084,225,182,124,728,0,0,0,56,0,0,0,0,1118,118,998,231140.5,375.3472290039063,17.760000228881836,80.5999984741211,0.0399999991059303,0.6399999856948853,0.1099999994039535,0.8600000143051147,15.14756965637207,230237.390625,901.7361450195312,0.0,58.43999862670898,0.1099999994039535,27.11000061035156,13.56999969482422,0.7699999809265137,15.769675254821776,223606.796875,109.72222137451172,22.989999771118164,74.04000091552734,0.0,1.8899999856948853,0.1599999964237213,0.9100000262260436,15.688789280978115,231140.5,375.3472290039063,17.760000228881836,80.5999984741211,0.0399999991059303,0.6399999856948853,0.1099999994039535,0.8600000143051147,15.14756965637207
510022,429,177,204,120,748,0,0,0,65,0,0,0,0,1205,72,1700,216345.90625,560.763916015625,19.07999992370605,79.93000030517578,0.0399999991059303,0.0,0.0900000035762786,0.8600000143051147,15.154802322387695,225872.796875,787.1527709960938,9.149999618530272,79.55999755859375,0.0299999993294477,9.550000190734863,0.7200000286102295,0.9900000095367432,15.762442588806152,221526.6875,114.58333587646484,21.8799991607666,73.79000091552734,0.0,3.2799999713897705,0.1400000005960464,0.9200000166893004,15.625,215917.515625,558.6805419921875,19.07999992370605,79.93000030517578,0.0399999991059303,0.0,0.0900000035762786,0.8600000143051147,15.219907760620115
510023,0,141,220,118,734,0,0,0,83,539,330,0,0,1077,103,1087,225872.796875,534.7222290039062,19.57999992370605,79.37999725341797,0.0399999991059303,0.050000000745058,0.0700000002980232,0.7599999904632568,15.089699745178224,227404.828125,685.4166870117188,7.230000019073486,79.20999908447266,0.0299999993294477,11.289999961853027,1.2000000476837158,1.0399999618530271,15.776909828186035,218792.984375,112.84722137451172,21.479999542236328,75.08000183105469,0.0,2.3399999141693115,0.1899999976158142,0.9100000262260436,15.632234573364258,226793.265625,536.4583129882812,19.5,79.54000091552734,0.0299999993294477,0.0,0.0299999993294477,0.8999999761581421,15.154802322387695
510024,0,382,201,160,772,0,0,178,145,0,0,0,0,1077,102,760,216345.90625,439.5833435058594,20.01000022888184,79.04000091552734,0.0099999997764825,0.0199999995529651,0.0099999997764825,0.9100000262260436,15.046297073364258,226589.03125,721.1805419921875,6.849999904632568,79.12000274658203,0.050000000745058,11.600000381469728,1.309999942779541,1.059999942779541,15.813077926635742,222256.953125,177.43055725097656,23.07999992370605,72.08000183105469,0.0,3.799999952316284,0.1299999952316284,0.8999999761581421,15.675637245178224,216773.484375,440.9722290039063,19.940000534057617,79.12999725341797,0.0199999995529651,0.0,0.0099999997764825,0.8899999856948853,15.111400604248049
510026,0,145,277,126,756,0,0,0,78,0,119,0,0,1048,77,632,215917.515625,538.8888549804688,19.65999984741211,79.3499984741211,0.0099999997764825,0.270000010728836,0.0700000002980232,0.8999999761581421,15.111400604248049,224536.5625,842.3611450195312,0.0,67.3499984741211,0.1400000005960464,21.40999984741211,10.18000030517578,0.9200000166893004,15.747974395751951,222048.546875,168.75,25.209999084472656,71.16000366210938,0.0,2.4800000190734863,0.25,0.8999999761581421,15.625904321670532,216131.8125,540.625,19.36000061035156,79.69000244140625,0.0399999991059303,0.0,0.0399999991059303,0.8799999952316284,15.183737754821776
510027,0,177,220,233,734,0,0,0,0,0,0,0,0,1049,234,1418,223503.25,546.875,20.01000022888184,79.05000305175781,0.0199999995529651,0.0,0.0199999995529651,0.8999999761581421,15.14756965637207,230337.90625,762.1527709960938,1.1200000047683716,75.81999969482422,0.0299999993294477,19.270000457763672,2.7799999713897705,0.9900000095367432,15.762442588806152,227608.328125,189.2360992431641,22.13999938964844,73.66999816894531,0.0,3.140000104904175,0.1299999952316284,0.9200000166893004,15.697338104248049,224639.625,547.2222290039062,20.01000022888184,79.05000305175781,0.0199999995529651,0.0,0.0199999995529651,0.8999999761581421,15.234375
510028,0,139,231,105,740,0,0,0,27,0,1620,0,0,1040,136,4593,220689.15625,569.4444580078125,19.959999084472656,79.0999984741211,0.0099999997764825,2.289999961853028,0.0199999995529651,0.8199999928474426,15.07523250579834,223606.796875,843.75,0.0,65.26000213623047,0.0900000035762786,26.18000030517578,7.570000171661377,0.8999999761581421,15.805845260620115,222984.8125,255.55555725097656,17.93000030517578,74.69999694824219,0.0,6.230000019073486,0.2199999988079071,0.9200000166893004,15.697338104248049,221212.984375,571.5277709960938,19.959999084472656,79.0999984741211,0.0099999997764825,0.0,0.0199999995529651,0.9100000262260436,15.154802322387695
510030,0,129,956,184,740,0,0,0,0,312,0,0,0,992,145,1585,230940.109375,371.875,19.049999237060547,79.97000122070312,0.0399999991059303,0.0,0.0599999986588954,0.8700000047683716,15.133102416992188,229330.75,817.3611450195312,0.0,64.08999633789062,0.0700000002980232,26.21999931335449,8.670000076293945,0.9399999976158142,15.747974395751951,223192.328125,206.94444274902344,19.920000076293945,74.45999908447266,0.0,4.349999904632568,0.3300000131130218,0.9399999976158142,15.632234573364258,231340.6875,372.9166870117188,19.049999237060547,79.97000122070312,0.0399999991059303,0.0,0.0599999986588954,0.8700000047683716,15.205439567565918
510031,0,1038,254,131,742,0,195,967,61,0,367,0,0,1024,37,1619,223088.59375,411.1111145019531,19.979999542236328,79.0199966430664,0.0099999997764825,0.0199999995529651,0.050000000745058,0.9200000166893004,15.046297073364258,221526.6875,821.875,0.0,53.2599983215332,0.1899999976158142,22.729999542236328,23.020000457763672,0.7900000214576721,15.776909828186035,227811.640625,175.3472137451172,21.040000915527344,73.68000030517578,0.0,4.199999809265137,0.1500000059604644,0.9300000071525574,15.690104484558104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510032,0,113,356,213,768,929,0,0,132,0,833,0,0,1143,143,3487,224227.078125,235.76388549804688,19.459999084472656,79.54000091552734,0.0299999993294477,0.7900000214576721,0.0599999986588954,0.8999999761581421,15.241609573364258,226895.3125,702.7777709960938,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706056,2.720000028610229,1.0299999713897705,15.769675254821776,225770.28125,103.84837786356609,21.100000381469727,73.97000122070312,0.0,3.740000009536743,0.2599999904632568,0.9300000071525574,15.632234573364258,224742.65625,236.1110992431641,19.1200008392334,79.87999725341797,0.0399999991059303,0.0,0.0700000002980232,0.8899999856948853,15.306713104248049
510033,0,149,189,178,734,348,0,0,208,0,0,0,0,1135,344,1796,216131.8125,265.97222900390625,20.26000022888184,78.81999969482422,0.0,0.0,0.0,0.9100000262260436,15.053529739379885,220689.15625,852.0833129882812,0.0,39.369998931884766,0.9700000286102296,20.040000915527344,38.970001220703125,0.6499999761581421,15.71180534362793,223813.75,152.43055725097656,24.767715949711835,72.62046945095062,0.0,1.5297656999900937,0.2173228284461409,0.897148416377604,15.747974395751951,214519.28125,263.5416564941406,20.06999969482422,79.01000213623047,0.0099999997764825,0.0,0.0099999997764825,0.8999999761581421,15.111400604248049
510037,0,180,241,162,738,0,0,0,164,0,0,0,0,1031,31,3046,231740.59375,228.125,14.8100004196167,83.81999969482422,0.0,0.5600000023841858,0.0199999995529651,0.7799999713897705,15.01736068725586,227201.171875,788.8888549804688,0.0,71.7699966430664,0.1299999952316284,24.170000076293945,2.9600000381469727,0.9800000190734864,15.73350715637207,229431.65625,212.2023751395089,20.780000686645508,73.83000183105469,0.0,4.28000020980835,0.1899999976158142,0.9200000166893004,15.71180534362793,231340.6875,227.7777862548828,20.100000381469727,78.9800033569336,0.0099999997764825,0.550000011920929,0.0,0.9100000262260436,15.154802322387695
510040,0,52,202,109,732,0,0,0,28,0,0,0,0,1097,176,1626,219848.4375,328.125,24.039999961853027,74.58864502987619,0.0049152541274236,0.3305084624532926,0.0762711894714226,0.8849999904632568,15.01736068725586,239984.5625,845.4861450195312,0.0,63.84000015258789,0.3300000131130218,27.420000076293945,7.53000020980835,0.8799999952316284,15.530960083007812,236388.734375,154.1666717529297,28.1299991607666,70.16000366210938,0.0,0.6499999761581421,0.1500000059604644,0.8999999761581421,15.747974395751951,217200.203125,324.6528015136719,24.17633326848348,74.43593325857388,0.0047457626057883,0.3415254112017357,0.0788135624538033,0.8854999899864197,15.07523250579834
510043,0,120,204,37,722,0,0,0,124,0,0,0,0,1112,140,1687,207721.328125,350.3471984863281,20.309999465942383,78.7699966430664,0.0,0.1500000059604644,0.0,0.9300000071525574,13.78038215637207,248047.921875,793.4027709960938,0.0,58.709999084472656,0.8899999856948853,24.670000076293945,14.90999984741211,0.8299999833106995,13.252314567565918,231740.59375,207.29165649414065,22.709999084472656,73.9000015258789,0.0,2.359999895095825,0.1000000014901161,0.9399999976158142,13.686342239379885,205480.484375,345.4861145019531,20.270000457763672,78.79000091552734,0.0,0.0,0.0199999995529651,0.9200000166893004,13.83101749420166
510044,0,210,198,95,742,0,0,0,154,715,1675,0,0,1148,166,1419,228420.5,243.75,19.739999771118164,79.26000213623047,0.0299999993294477,0.050000000745058,0.050000000745058,0.9200000166893004,14.829282760620115,239598.4375,655.2083129882812,0.0,44.65999984741211,1.4500000476837158,19.799999237060547,33.43000030517578,0.6600000262260437,13.8671875,234125.640625,129.86111450195312,22.90999984741211,72.81999969482422,0.0,3.25,0.1000000014901161,0.9300000071525574,14.908854484558104,228724.3125,242.01390075683597,19.479999542236328,79.54000091552734,0.0399999991059303,0.0,0.0399999991059303,0.9100000262260436,14.894387245178224
510045,0,199,192,104,728,1077,0,0,153,0,0,0,0,1277,41,437,230839.84375,272.22222900390625,19.06999969482422,79.88999938964844,0.0599999986588954,0.0,0.0700000002980232,0.8999999761581421,14.388020515441896,235407.453125,845.1388549804688,7.840000152587891,80.13999938964844,0.0299999993294477,10.43000030517578,0.5799999833106995,0.9900000095367432,13.324652671813965,229633.359375,97.1808096509461,24.61000061035156,72.66999816894531,0.0,1.559999942779541,0.2300000041723251,0.9200000166893004,14.228877067565918,230940.109375,269.79168701171875,19.06999969482422,79.88999938964844,0.0599999986588954,0.0,0.0700000002980232,0.8999999761581421,14.445890426635742
510047,0,161,213,115,728,315,0,0,84,0,375,0,0,1208,75,992,231140.5,305.2083435058594,19.290000915527344,79.76000213623047,0.0299999993294477,0.0,0.0599999986588954,0.8600000143051147,15.162036895751951,232836.765625,801.0416259765625,9.460000038146973,80.0999984741211,0.0099999997764825,8.869999885559082,0.550000011920929,0.9900000095367432,14.6484375,225154.28125,117.0138931274414,23.440000534057617,73.94999694824219,0.0,1.5700000524520874,0.1099999994039535,0.9300000071525574,15.40798568725586,229834.890625,303.4721984863281,19.290000915527344,79.76000213623047,0.0299999993294477,0.0,0.0599999986588954,0.8600000143051147,15.241609573364258
510048,324,195,193,93,726,617,0,0,186,0,0,0,0,1185,62,419,224742.65625,220.48611450195312,19.84000015258789,79.19000244140625,0.0199999995529651,0.0,0.0299999993294477,0.9200000166893004,14.93055534362793,235800.4375,672.2222290039062,14.220000267028809,80.30000305175781,0.0299999993294477,4.179999828338623,0.270000010728836,1.0099999904632568,14.076967239379885,226793.265625,85.6288596259223,25.200000762939453,71.98999786376953,0.0,1.7300000190734863,0.1500000059604644,0.9200000166893004,15.306713104248049,224020.5,219.09722900390625,19.440000534057617,79.54000091552734,0.0399999991059303,0.0099999997764825,0.050000000745058,0.9200000166893004,14.988425254821776
510049,0,198,211,118,716,0,0,0,144,0,0,0,0,1219,55,666,225667.734375,276.7361145019531,19.799999237060547,79.31999969482422,0.0199999995529651,0.0,0.0,0.8600000143051147,14.04079818725586,234323.28125,798.2638549804688,8.930000305175781,79.9000015258789,0.0199999995529651,9.619999885559082,0.550000011920929,0.9800000190734864,13.252314567565918,223710.296875,168.75,23.270000457763672,72.52999877929688,0.0,3.059999942779541,0.2300000041723251,0.9200000166893004,14.43142318725586,225565.140625,275.6944580078125,19.832128877992982,79.25654174234265,0.0198130836692925,0.0285981303063507,0.002149532749274,0.8605555698827461,14.08420181274414
510050,0,1331,205,120,754,0,0,1263,95,0,0,0,0,1227,74,332,225359.796875,357.2916564941406,20.232745376287724,78.77839721679688,0.0191999995708465,0.0364000010490417,0.0458823519886708,0.8807843082091388,15.010127067565918,221526.6875,577.7777709960938,14.010000228881836,79.63999938964844,0.0199999995529651,5.150000095367432,0.1700000017881393,1.0199999809265137,13.38975715637207,231240.609375,127.43054962158205,27.649999618530277,70.33999633789062,0.0,0.9100000262260436,0.1899999976158142,0.8999999761581421,15.227140426635742,224020.5,355.9027709960937,20.38411791184369,78.60259719848632,0.0187999995797872,0.0546000015735625,0.0488235284300411,0.8811764646978939,15.06076431274414
510051,0,300,216,174,780,366,0,0,97,0,0,0,0,1197,39,1008,231140.5,359.0277709960937,19.96999931335449,79.04000091552734,0.0199999995529651,0.0,0.050000000745058,0.9200000166893004,14.503762245178224,219848.4375,592.7083129882812,13.420000076293944,80.27999877929688,0.0399999991059303,4.929999828338623,0.3199999928474426,1.0,14.02632999420166,228116.28125,119.44444274902344,25.25,71.56999969482422,0.0,2.1700000762939453,0.1000000014901161,0.9100000262260436,14.424189567565918,230639.21875,357.2916564941406,19.96999931335449,79.04000091552734,0.0199999995529651,0.0,0.050000000745058,0.9200000166893004,14.583333015441896
510052,0,165,217,112,720,271,0,0,74,0,630,0,0,1193,73,1032,230940.109375,381.5972290039063,19.96999931335449,79.08999633789062,0.0099999997764825,0.0,0.0,0.9200000166893004,13.462095260620115,223503.25,647.2222290039062,12.56999969482422,80.3499984741211,0.0599999986588954,5.739999771118164,0.3000000119209289,0.9900000095367432,13.288484573364258,225770.28125,96.875,25.190000534057617,73.4000015258789,0.0,0.4000000059604645,0.0799999982118606,0.9200000166893004,13.49826431274414,231140.5,380.9028015136719,19.420000076293945,79.62000274658203,0.0399999991059303,0.0,0.0199999995529651,0.8999999761581421,13.519965171813965
510053,0,167,193,117,762,868,206,0,79,0,0,0,0,1208,108,1275,220058.921875,184.375,19.56999969482422,79.43000030517578,0.0299999993294477,0.0,0.0399999991059303,0.9300000071525574,13.961227416992188,225359.796875,833.6805419921875,8.510000228881836,81.37000274658203,0.050000000745058,8.449999809265137,0.6700000166893005,0.959999978542328,13.411458015441896,225770.28125,100.34722137451172,22.6299991607666,73.41999816894531,0.0,2.859999895095825,0.1500000059604644,0.9300000071525574,13.75868034362793,219953.703125,182.63888549804688,18.93000030517578,80.05000305175781,0.0599999986588954,0.0,0.0599999986588954,0.8999999761581421,14.011862754821776
510055,0,72,259,148,778,0,0,0,138,0,8263,0,0,1138,167,947,212568.0625,528.4722290039062,18.75,80.31999969482422,0.0099999997764825,0.0,0.0,0.949999988079071,15.0390625,221631.140625,724.6527709960938,5.869999885559082,75.30000305175781,0.1500000059604644,11.4399995803833,6.320000171661377,0.9200000166893004,15.082465171813965,223192.328125,240.9722137451172,0.0,64.37000274658203,0.3899999856948852,24.38999938964844,10.050000190734863,0.7900000214576721,15.523727416992188,212132.03125,527.4305419921875,18.61000061035156,80.41999816894531,0.0,0.0,0.0399999991059303,0.9300000071525574,15.096932411193848
510057,0,18,194,0,734,0,982,0,212,0,0,0,0,1193,403,756,218792.984375,550.3472290039062,19.40999984741211,79.66000366210938,0.0299999993294477,0.0,0.0399999991059303,0.8600000143051147,15.162036895751951,229834.890625,672.5693969726562,13.869999885559082,78.5199966430664,0.0099999997764825,6.159999847412109,0.4900000095367431,0.959999978542328,15.509260177612305,232339.140625,139.23611450195312,24.170000076293945,72.51000213623047,0.0,2.150000095367432,0.25,0.9200000166893004,15.625,218898.75,546.5277709960938,19.40999984741211,79.66000366210938,0.0299999993294477,0.0,0.0399999991059303,0.8600000143051147,15.219907760620115
510058,0,103,244,195,812,0,0,0,82,0,1662,0,0,1212,58,1973,229935.578125,325.34722900390625,20.059999465942383,79.0199966430664,0.0099999997764825,0.0,0.0099999997764825,0.8899999856948853,15.00289249420166,228926.640625,789.9306030273438,8.529999732971191,81.55000305175781,0.0099999997764825,8.020000457763672,0.9100000262260436,0.9800000190734864,15.653935432434082,232239.515625,173.26388549804688,23.84000015258789,72.72000122070312,0.0,2.299999952316284,0.2399999946355819,0.8999999761581421,15.581597328186035,230237.390625,323.6111145019531,19.63999938964844,79.43000030517578,0.0299999993294477,0.0,0.0099999997764825,0.8899999856948853,15.07523250579834
510059,0,125,209,133,858,0,0,0,91,0,1588,0,0,1240,38,1434,213220.453125,564.236083984375,20.14999961853028,78.91000366210938,0.0099999997764825,0.0,0.0199999995529651,0.9100000262260436,15.024595260620115,230237.390625,879.1666870117188,1.7000000476837158,78.79000091552734,0.0199999995529651,17.110000610351562,1.4299999475479126,0.949999988079071,15.545427322387695,228217.75,139.58334350585938,25.020000457763672,72.44000244140625,0.0,1.440000057220459,0.1899999976158142,0.9100000262260436,15.58882999420166,213220.453125,564.236083984375,20.149999618530277,78.91000366210938,0.0099999997764825,0.0,0.0199999995529651,0.9100000262260436,15.024595260620115
510060,0,169,206,128,766,0,0,0,80,0,0,0,0,1166,43,835,212676.9375,524.3055419921875,19.88999938964844,79.22000122070312,0.0199999995529651,0.0,0.0,0.8700000047683716,15.089699745178224,228926.640625,801.0416259765625,5.369999885559082,83.23999786376953,0.0399999991059303,9.640000343322754,0.7200000286102295,0.9900000095367432,15.545427322387695,233630.78125,175.69444274902344,24.940000534057617,72.01000213623047,0.0,2.009999990463257,0.1299999952316284,0.9100000262260436,15.60949843270438,211913.6875,519.7916259765625,18.899999618530277,80.30000305175781,0.0399999991059303,0.0199999995529651,0.0,0.7300000190734863,15.154802322387695
